Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,PCT_SE_T013_002,PCT_SE_T013_003,PCT_SE_T013_004,PCT_SE_T013_005,PCT_SE_T013_006,PCT_SE_T013_007,PCT_SE_T013_008,SE_T030_001,SE_T030_002,SE_T030_003,PCT_SE_T030_002,PCT_SE_T030_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,PCT_SE_T033_002,PCT_SE_T033_003,PCT_SE_T033_004,PCT_SE_T033_005,PCT_SE_T033_006,PCT_SE_T033_007,SE_T037_001,SE_T037_002,SE_T037_003,PCT_SE_T037_002,PCT_SE_T037_003,SE_T057_001,SE_T083_001,SE_T157_001,SE_T093_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,PCT_SE_T099_002,PCT_SE_T099_003,PCT_SE_T099_004,PCT_SE_T099_005,PCT_SE_T099_006,PCT_SE_T099_007,PCT_SE_T099_008,SE_T104_001,SE_T106_001,SE_T114_001,SE_T114_002,SE_T114_003,PCT_SE_T114_002,PCT_SE_T114_003,SE_T115_001,SE_T115_002,SE_T115_003,PCT_SE_T115_002,PCT_SE_T115_003,SE_T116_001,SE_T116_002,SE_T116_003,PCT_SE_T116_002,PCT_SE_T116_003,SE_T117_001,SE_T117_002,SE_T117_003,SE_T117_004,SE_T117_005,SE_T117_006,SE_T117_007,PCT_SE_T117_002,PCT_SE_T117_003,PCT_SE_T117_004,PCT_SE_T117_005,PCT_SE_T117_006,PCT_SE_T117_007
"28","04000US28","Mississippi","Mississippi","ms","040","00","ACSSF","0000001",,,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989192,2989192,1764038,1121327,13072,28562,492,26334,35367,59.01,37.51,0.44,0.96,0.02,0.88,1.18,171175,9080,162095,5.3,94.7,2338750,1351797,10307,1341490,1212650,128840,986953,57.8,0.44,57.36,51.85,5.51,42.2,1341490,1212650,128840,90.4,9.6,40528,21651,0.4799,1295242,1098803,468789,607649,1595,15807,147,1363,3453,42.66,55.3,0.15,1.44,0.01,0.12,0.31,723,658.589857095833,721306,227561,493745,31.55,68.45,1758278,362642,1395636,20.62,79.38,413507,55350,358157,13.39,86.61,2893091,290625,174610,180318,347090,313740,1586708,10.05,6.04,6.23,12,10.84,54.84
"29","04000US29","Missouri","Missouri","mo","040","00","ACSSF","0000001",,,,,"29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6059651,6059651,5000875,701896,25641,107953,6479,68766,148041,82.53,11.58,0.42,1.78,0.11,1.13,2.44,320455,14280,306175,4.46,95.54,4823223,3055025,19699,3035326,2835183,200143,1768198,63.34,0.41,62.93,58.78,4.15,36.66,3035326,2835183,200143,93.41,6.59,49593,27044,0.4632,2738774,2372362,1431168,827386,5005,93353,815,7756,6879,60.33,34.88,0.21,3.94,0.03,0.33,0.29,759,762.863766732222,1364095,287147,1076948,21.05,78.95,3620233,531348,3088885,14.68,85.32,892038,79260,812778,8.89,91.11,5876366,395468,232433,269854,559870,575425,3843316,6.73,3.96,4.59,9.53,9.79,65.4
"30","04000US30","Montana","Montana","mt","040","00","ACSSF","0000001",,,,,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023391,1023391,911907,4260,67222,7481,841,5158,26522,89.11,0.42,6.57,0.73,0.08,0.5,2.59,51453,2826,48627,5.49,94.51,822530,523599,3475,520124,490742,29382,298931,63.66,0.42,63.23,59.66,3.57,36.34,520124,490742,29382,94.35,5.65,48380,27309,0.4587,491439,412653,271228,94549,4263,35734,301,5045,1533,65.73,22.91,1.03,8.66,0.07,1.22,0.37,732,726.931715750743,219932,40953,178979,18.62,81.38,612187,93655,518532,15.3,84.7,166195,14069,152126,8.47,91.53,998314,63641,38534,46502,100947,102745,645945,6.37,3.86,4.66,10.11,10.29,64.7
"31","04000US31","Nebraska","Nebraska","ne","040","00","ACSSF","0000001",,,,,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881259,1881259,1655708,88388,15739,39794,1305,36672,43653,88.01,4.7,0.84,2.12,0.07,1.95,2.32,103741,2901,100840,2.8,97.2,1463872,1024737,4840,1019897,977353,42544,439135,70,0.33,69.67,66.76,2.91,30,1019897,977353,42544,95.83,4.17,54384,28596,0.442,815006,741581,506600,214431,2899,10241,139,4944,2327,68.31,28.92,0.39,1.38,0.02,0.67,0.31,745,759.83199285076,459033,75250,383783,16.39,83.61,1108704,131372,977332,11.85,88.15,259454,20399,239055,7.86,92.14,1827191,95195,57362,74464,160089,170144,1269937,5.21,3.14,4.08,8.76,9.31,69.5
"32","04000US32","Nevada","Nevada","nv","040","00","ACSSF","0000001",,,,,"32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839172,2839172,1933057,243552,31927,222612,18334,260654,129036,68.09,8.58,1.12,7.84,0.65,9.18,4.54,138930,7825,131105,5.63,94.37,2248477,1443621,7934,1435687,1302162,133525,804856,64.2,0.35,63.85,57.91,5.94,35.8,1435687,1302162,133525,90.7,9.3,53094,27253,0.4522,1200517,1030701,654992,344172,6832,14808,1100,4435,4362,63.55,33.39,0.66,1.44,0.11,0.43,0.42,984,1026.12155891431,654444,139573,514871,21.33,78.67,1747645,244325,1503320,13.98,86.02,396454,33359,363095,8.41,91.59,2798543,190000,100463,126794,293562,294756,1792968,6.79,3.59,4.53,10.49,10.53,64.07
"33","04000US33","New Hampshire","New Hampshire","nh","040","00","ACSSF","0000001",,,,,"33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327503,1327503,1243594,17483,2085,32094,229,7112,24906,93.68,1.32,0.16,2.42,0.02,0.54,1.88,73537,1541,71996,2.1,97.9,1094783,746203,1675,744528,706801,37727,348580,68.16,0.15,68.01,64.56,3.45,31.84,744528,706801,37727,94.93,5.07,68485,35264,0.4344,620729,521373,181068,44370,236681,44887,503,9674,4190,34.73,8.51,45.4,8.61,0.1,1.86,0.8,1021,1024.98102342625,262440,28829,233611,10.98,89.02,820823,69509,751314,8.47,91.53,202174,11352,190822,5.61,94.39,1285437,47089,29109,33492,79404,89306,1007037,3.66,2.26,2.61,6.18,6.95,78.34
"34","04000US34","New Jersey","New Jersey","nj","040","00","ACSSF","0000001",,,,,"34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8915456,8915456,6075710,1207221,18470,819208,2811,566323,225713,68.15,13.54,0.21,9.19,0.03,6.35,2.53,460959,12329,448630,2.67,97.33,7143654,4699613,8124,4691489,4322619,368870,2444041,65.79,0.11,65.67,60.51,5.16,34.21,4691489,4322619,368870,92.14,7.86,73702,37538,0.4782,3586442,3195014,2445278,391307,314964,16237,1783,12555,12890,76.53,12.25,9.86,0.51,0.06,0.39,0.4,1213,1246.09342584683,1986873,310580,1676293,15.63,84.37,5479506,535722,4943784,9.78,90.22,1272679,103039,1169640,8.1,91.9,8739058,430580,232151,286610,590423,602470,6596824,4.93,2.66,3.28,6.76,6.89,75.49
"35","04000US35","New Mexico","New Mexico","nm","040","00","ACSSF","0000001",,,,,"35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082669,2082669,1530636,41957,193295,29168,1340,218476,67797,73.49,2.01,9.28,1.4,0.06,10.49,3.26,114055,7743,106312,6.79,93.21,1637594,966377,8992,957385,876210,81175,671217,59.01,0.55,58.46,53.51,4.96,40.99,957385,876210,81175,91.52,8.48,45674,24459,0.4754,912445,762551,566406,130546,998,52458,2429,7780,1934,74.28,17.12,0.13,6.88,0.32,1.02,0.25,792,787.14208975632,495639,147690,347949,29.8,70.2,1233289,241891,991398,19.61,80.39,313086,37233,275853,11.89,88.11,2042014,188614,111519,126681,236029,210128,1169043,9.24,5.46,6.2,11.56,10.29,57.25
"36","04000US36","New York","New York","ny","040","00","ACSSF","0000001",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19697457,19697457,12667413,3073278,75751,1599216,7528,1697831,576440,64.31,15.6,0.38,8.12,0.04,8.62,2.93,1033029,40033,992996,3.88,96.12,15964950,10123078,22976,10100102,9340878,759224,5841872,63.41,0.14,63.26,58.51,4.76,36.59,10100102,9340878,759224,92.48,7.52,60741,34212,0.5102,8191568,7266187,4423581,801149,1732065,162817,3348,77241,65986,60.88,11.03,23.84,2.24,0.05,1.06,0.91,1159,1239.18783927032,4154193,910806,3243387,21.92,78.08,12234280,1736542,10497738,14.19,85.81,2797589,320216,2477373,11.45,88.55,19186062,1320485,749417,897662,1649664,1528864,13039970,6.88,3.91,4.68,8.6,7.97,67.97
"37","04000US37","North Carolina","North Carolina","nc","040","00","ACSSF","0000001",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9940828,9940828,6882915,2137131,117479,254550,6588,298795,243370,69.24,21.5,1.18,2.56,0.07,3.01,2.45,527783,24161,503622,4.58,95.42,7907915,4948265,82857,4865408,4460824,404584,2959650,62.57,1.05,61.53,56.41,5.12,37.43,4865408,4460824,404584,91.68,8.32,48256,26779,0.4748,4453767,3815392,1216372,2359637,137891,79002,1402,6063,15025,31.88,61.85,3.61,2.07,0.04,0.16,0.39,816,811.789361814554,2254721,539417,1715304,23.92,76.08,6012888,955430,5057458,15.89,84.11,1417902,136857,1281045,9.65,90.35,9685511,709029,425989,496686,1043922,973794,6036091,7.32,4.4,5.13,10.78,10.05,62.32
"38","04000US38","North Dakota","North Dakota","nd","040","00","ACSSF","0000001",,,,,"38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736162,736162,649730,14761,38369,9296,336,5691,17979,88.26,2.01,5.21,1.26,0.05,0.77,2.44,39754,1963,37791,4.94,95.06,585370,412931,6097,406834,395584,11250,172439,70.54,1.04,69.5,67.58,1.92,29.46,406834,395584,11250,97.23,2.77,59114,33107,0.4586,350134,305163,164673,121175,9487,2616,31,4122,3059,53.96,39.71,3.11,0.86,0.01,1.35,1,736,769.294587160911,164495,21390,143105,13,87,447115,48969,398146,10.95,89.05,98745,8955,89790,9.07,90.93,710355,38303,17977,23034,50761,54696,525584,5.39,2.53,3.24,7.15,7.7,73.99
"39","04000US39","Ohio","Ohio","oh","040","00","ACSSF","0000001",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11586941,11586941,9519506,1421943,21459,224520,3248,98088,298177,82.16,12.27,0.19,1.94,0.03,0.85,2.57,622020,24246,597774,3.9,96.1,9255859,5857720,8117,5849603,5425647,423956,3398139,63.29,0.09,63.2,58.62,4.58,36.71,5849603,5425647,423956,92.75,7.25,50674,27800,0.4641,5146944,4601449,3287697,1057555,107437,93154,1004,36054,18548,71.45,22.98,2.33,2.02,0.02,0.78,0.4,743,751.583816741637,2593893,571996,2021897,22.05,77.95,6946696,1021733,5924963,14.71,85.29,1726911,139110,1587801,8.06,91.94,11267500,804354,450074,478411,1000196,1017310,7517155,7.14,3.99,4.25,8.88,9.03,66.72
"40","04000US40","Oklahoma","Oklahoma","ok","040","00","ACSSF","0000001",,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875589,3875589,2823497,281295,286231,77541,4969,102292,299764,72.85,7.26,7.39,2,0.13,2.64,7.73,206433,12169,194264,5.89,94.11,3025259,1861235,18115,1843120,1733000,110120,1164024,61.52,0.6,60.92,57.28,3.64,38.48,1843120,1733000,110120,94.03,5.97,48038,25628,0.4652,1699462,1461500,871994,545916,2054,27988,189,10397,2962,59.66,37.35,0.14,1.92,0.01,0.71,0.2,742,729.339628474944,934217,215690,718527,23.09,76.91,2282910,357042,1925868,15.64,84.36,542923,48423,494500,8.92,91.08,3760050,270732,155382,195041,412108,391369,2335418,7.2,4.13,5.19,10.96,10.41,62.11
"41","04000US41","Oregon","Oregon","or","040","00","ACSSF","0000001",,,,,"41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982267,3982267,3387825,74012,45233,160155,14936,124565,175541,85.07,1.86,1.14,4.02,0.38,3.13,4.41,197288,9371,187917,4.75,95.25,3219754,1995937,2520,1993417,1832620,160797,1223817,61.99,0.08,61.91,56.92,4.99,38.01,1993417,1832620,160797,91.93,8.07,53270,28822,0.4612,1706290,1545745,615619,768892,35962,107066,997,11245,5964,39.83,49.74,2.33,6.93,0.06,0.73,0.39,941,983.672495386481,844603,172582,672021,20.43,79.57,2436210,391237,2044973,16.06,83.94,624573,50404,574169,8.07,91.93,3905386,272939,159149,182135,379358,381609,2530196,6.99,4.08,4.66,9.71,9.77,64.79
"42","04000US42","Pennsylvania","Pennsylvania","pa","040","00","ACSSF","0000001",,,,,"42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12783977,12783977,10402743,1410563,24947,401979,4463,253514,285768,81.37,11.03,0.2,3.14,0.03,1.98,2.24,685752,27324,658428,3.98,96.02,10402780,6516915,4782,6512133,6043693,468440,3885865,62.65,0.05,62.6,58.1,4.5,37.35,6512133,6043693,468440,92.81,7.19,54895,30137,0.468,5592175,4961929,2740511,1093789,865037,208473,1606,35354,17159,55.23,22.04,17.43,4.2,0.03,0.71,0.35,859,878.923632831952,2658853,507013,2151840,19.07,80.93,7657470,974098,6683372,12.72,87.28,2053348,166651,1886697,8.12,91.88,12369671,738125,429071,480566,1021980,1066777,8633152,5.97,3.47,3.89,8.26,8.62,69.79
"44","04000US44","Rhode Island","Rhode Island","ri","040","00","ACSSF","0000001",,,,,"44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054491,1054491,854026,68886,5130,34598,575,61218,30058,80.99,6.53,0.49,3.28,0.05,5.81,2.85,62132,2401,59731,3.86,96.14,868361,567285,3203,564082,520482,43600,301076,65.33,0.37,64.96,59.94,5.02,34.67,564082,520482,43600,92.27,7.73,58387,31904,0.4738,462657,410240,226088,40746,132040,7903,127,2313,1023,55.11,9.93,32.19,1.93,0.03,0.56,0.25,938,930.561598143717,209667,40699,168968,19.41,80.59,645354,84541,560813,13.1,86.9,158895,14921,143974,9.39,90.61,1013916,60771,35417,43973,80777,80193,712785,5.99,3.49,4.34,7.97,7.91,70.3
"45","04000US45","South Carolina","South Carolina","sc","040","00","ACSSF","0000001",,,,,"45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4834605,4834605,3252252,1322368,15417,68553,2784,73149,100082,67.27,27.35,0.32,1.42,0.06,1.51,2.07,255683,11375,244308,4.45,95.55,3871553,2354372,30595,2323777,2129323,194454,1517181,60.81,0.79,60.02,55,5.02,39.19,2323777,2129323,194454,91.63,8.37,46898,25521,0.469,2192041,1839041,491910,1298767,18868,19313,354,2041,7788,26.75,70.62,1.03,1.05,0.02,0.11,0.42,811,792.720975912333,1068614,270105,798509,25.28,74.72,2880426,465422,2415004,16.16,83.84,744226,70895,673331,9.53,90.47,4693266,366391,205098,234933,496112,493750,2896982,7.81,4.37,5.01,10.57,10.52,61.73
"46","04000US46","South Dakota","South Dakota","sd","040","00","ACSSF","0000001",,,,,"46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851058,851058,721410,14078,74187,11351,313,7480,22239,84.77,1.65,8.72,1.33,0.04,0.88,2.61,46326,2013,44313,4.35,95.65,663635,455936,2607,453329,434693,18636,207699,68.7,0.39,68.31,65.5,2.81,31.3,453329,434693,18636,95.89,4.11,52078,27516,0.4438,375866,333536,211046,100584,7586,6473,176,5572,2099,63.28,30.16,2.27,1.94,0.05,1.67,0.63,676,664.184149509735,205294,37815,167479,18.42,81.58,494475,65321,429154,13.21,86.79,122565,12164,110401,9.92,90.08,822334,52375,27224,35701,72334,76589,558111,6.37,3.31,4.34,8.8,9.31,67.87
"47","04000US47","Tennessee","Tennessee","tn","040","00","ACSSF","0000001",,,,,"47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548009,6548009,5096733,1100577,18757,105368,3299,90065,133210,77.84,16.81,0.29,1.61,0.05,1.38,2.03,335706,11421,324285,3.4,96.6,5222438,3193436,17933,3175503,2937131,238372,2029002,61.15,0.34,60.8,56.24,4.56,38.85,3175503,2937131,238372,92.49,7.51,46574,26019,0.4786,2873478,2522204,925158,1523758,10213,52003,405,2897,7770,36.68,60.41,0.4,2.06,0.02,0.11,0.31,782,770.648322285173,1469745,369296,1100449,25.13,74.87,3960899,638533,3322366,16.12,83.88,956107,92340,863767,9.66,90.34,6386751,479001,290482,330686,679113,661371,3946098,7.5,4.55,5.18,10.63,10.36,61.79
"48","04000US48","Texas","Texas","tx","040","00","ACSSF","0000001",,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26956435,26956435,20174403,3221133,128145,1175423,22248,1561683,673400,74.84,11.95,0.48,4.36,0.08,5.79,2.5,1536407,72866,1463541,4.74,95.26,20599223,13312277,92754,13219523,12371392,848131,7286946,64.63,0.45,64.17,60.06,4.12,35.37,13219523,12371392,848131,93.58,6.42,54727,27828,0.4803,10441643,9289554,3685876,5498738,10099,37933,2014,14044,40850,39.68,59.19,0.11,0.41,0.02,0.15,0.44,911,940.511013817807,7048643,1685859,5362784,23.92,76.08,16277325,2385187,13892138,14.65,85.35,3008037,326261,2681776,10.85,89.15,26334005,1837437,1154811,1405059,2793930,2611283,16531485,6.98,4.39,5.34,10.61,9.92,62.78
"49","04000US49","Utah","Utah","ut","040","00","ACSSF","0000001",,,,,"49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948427,2948427,2572595,32512,31686,66039,26411,141374,77810,87.25,1.1,1.07,2.24,0.9,4.79,2.64,181144,7905,173239,4.36,95.64,2136930,1451339,4079,1447260,1374146,73114,685591,67.92,0.19,67.73,64.3,3.42,32.08,1447260,1374146,73114,94.95,5.05,62518,25600,0.4261,1024047,918367,791205,108704,1108,12389,433,2960,1568,86.15,11.84,0.12,1.35,0.05,0.32,0.17,912,941.795064377682,893095,119595,773500,13.39,86.61,1716903,199234,1517669,11.6,88.4,291467,19979,271488,6.85,93.15,2901465,146565,84031,108212,259098,299910,2003649,5.05,2.9,3.73,8.93,10.34,69.06
"50","04000US50","Vermont","Vermont","vt","040","00","ACSSF","0000001",,,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626249,626249,592965,7404,1984,9212,206,2309,12169,94.69,1.18,0.32,1.47,0.03,0.37,1.94,37067,837,36230,2.26,97.74,520197,344730,406,344324,327237,17087,175467,66.27,0.08,66.19,62.91,3.28,33.73,344324,327237,17087,95.04,4.96,56104,30663,0.4435,326812,257107,83634,12572,111441,44538,300,3967,655,32.53,4.89,43.34,17.32,0.12,1.54,0.25,913,912.377389419137,119047,17991,101056,15.11,84.89,379665,44028,335637,11.6,88.4,102826,7654,95172,7.44,92.56,601538,30792,15806,23075,49884,53664,428317,5.12,2.63,3.84,8.29,8.92,71.2
"51","04000US51","Virginia","Virginia","va","040","00","ACSSF","0000001",,,,,"51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310301,8310301,5712958,1596352,21948,502878,5494,190972,279699,68.75,19.21,0.26,6.05,0.07,2.3,3.37,441900,12374,429526,2.8,97.2,6653111,4403124,111328,4291796,4036456,255340,2249987,66.18,1.67,64.51,60.67,3.84,33.82,4291796,4036456,255340,94.05,5.95,66149,34967,0.4673,3445357,3090178,1169831,1653972,162003,83625,753,9111,10883,37.86,53.52,5.24,2.71,0.02,0.29,0.35,1135,1177.21542210878,1838212,278352,1559860,15.14,84.86,5103987,558524,4545463,10.94,89.06,1118693,84788,1033905,7.58,92.42,8060892,432952,221497,267215,595491,625062,5918675,5.37,2.75,3.31,7.39,7.75,73.42
"53","04000US53","Washington","Washington","wa","040","00","ACSSF","0000001",,,,,"53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7073146,7073146,5470566,256990,94026,552032,44870,276959,377703,77.34,3.63,1.33,7.8,0.63,3.92,5.34,353153,14961,338192,4.24,95.76,5647697,3623304,47291,3576013,3331321,244692,2024393,64.16,0.84,63.32,58.99,4.33,35.84,3576013,3331321,244692,93.16,6.84,62848,32999,0.456,2966814,2696606,1017585,1477651,57647,114817,874,16241,11791,37.74,54.8,2.14,4.26,0.03,0.6,0.44,1056,1105.39435959436,1577138,260798,1316340,16.54,83.46,4389804,545439,3844365,12.43,87.57,972680,77019,895661,7.92,92.08,6939622,405154,216082,262020,567180,579751,4909435,5.84,3.11,3.78,8.17,8.35,70.74
"54","04000US54","West Virginia","West Virginia","wv","040","00","ACSSF","0000001",,,,,"54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846092,1846092,1725411,63305,3281,13990,648,5731,33726,93.46,3.43,0.18,0.76,0.04,0.31,1.83,88684,3639,85045,4.1,95.9,1509212,812480,853,811627,750412,61215,696732,53.83,0.06,53.78,49.72,4.06,46.17,811627,750412,61215,92.46,7.54,42644,24002,0.4621,884728,739397,336718,324346,21065,50612,163,4845,1648,45.54,43.87,2.85,6.85,0.02,0.66,0.22,658,588.773057697695,370167,91464,278703,24.71,75.29,1103163,197693,905470,17.92,82.08,319478,28903,290575,9.05,90.95,1792808,141412,87302,89346,196686,191276,1086786,7.89,4.87,4.98,10.97,10.67,60.62
"55","04000US55","Wisconsin","Wisconsin","wi","040","00","ACSSF","0000001",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5754798,5754798,4961193,361730,51459,148077,1378,105038,125923,86.21,6.29,0.89,2.57,0.02,1.83,2.19,309799,10390,299409,3.35,96.65,4603725,3082186,2421,3079765,2910339,169426,1521539,66.95,0.05,66.9,63.22,3.68,33.05,3079765,2910339,169426,94.5,5.5,54610,29253,0.4435,2649597,2310246,1760467,357094,58516,99296,738,22373,11762,76.2,15.46,2.53,4.3,0.03,0.97,0.51,789,805.201589797184,1277614,223027,1054587,17.46,82.54,3478975,425008,3053967,12.22,87.78,846685,65437,781248,7.73,92.27,5603274,304708,177299,231465,459804,496158,3933840,5.44,3.16,4.13,8.21,8.85,70.21
"56","04000US56","Wyoming","Wyoming","wy","040","00","ACSSF","0000001",,,,,"56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583029,583029,531851,6435,13033,5385,391,10403,15531,91.22,1.1,2.24,0.92,0.07,1.78,2.66,29921,1250,28671,4.18,95.82,459198,311104,2388,308716,293598,15118,148094,67.75,0.52,67.23,63.94,3.29,32.25,308716,293598,15118,95.1,4.9,59143,30139,0.4279,267987,226985,159135,50804,691,13574,118,2043,620,70.11,22.38,0.3,5.98,0.05,0.9,0.27,802,799.695412947055,136420,18908,117512,13.86,86.14,354130,41247,312883,11.65,88.35,78393,5607,72786,7.15,92.85,568943,27939,16554,21269,45348,50602,407231,4.91,2.91,3.74,7.97,8.89,71.58
"72","04000US72","Puerto Rico","Puerto Rico","pr","040","00","ACSSF","0000001",,,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529385,3529385,2448085,320087,11814,9574,182,474879,264764,69.36,9.07,0.33,0.27,0.01,13.46,7.5,203449,9234,194215,4.54,95.46,2863657,1283190,1204,1281986,1055106,226880,1580467,44.81,0.04,44.77,36.84,7.92,55.19,1281986,1055106,226880,82.3,17.7,19606,11688,0.5457,1571744,1237180,13756,163343,159,306,5502,455,1053659,1.11,13.2,0.01,0.02,0.44,0.04,85.17,460,315.350693148322,762102,436525,325577,57.28,42.72,2127105,898086,1229019,42.22,57.78,607521,242464,365057,39.91,60.09,3496728,879177,360423,337475,576415,413248,929990,25.14,10.31,9.65,16.48,11.82,26.6
